chapter,heading,heading_description,subheading,subheading_description,code,description
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",,,7214300000-00-00,"Other, of free-cutting steel"
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,721491**00-**-00,"Containing by weight less than 0,25 % of carbon"
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214911000-10-00,"Containing by weight less than 0,25 % of carbon"
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214919000-90-00,"Containing by weight 0,25 % or more of carbon"
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,721499**00-**-00,Of a type used for concrete reinforcement
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214991000-10-00,Of a type used for concrete reinforcement
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214993*00-3*-00,80 mm or more
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214993100-31-00,80 mm or more
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214993900-39-00,Less than 80 mm
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214995000-50-00,Other
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214997*00-7*-00,80 mm or more
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214997100-71-00,80 mm or more
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214997900-79-00,Less than 80 mm
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214999*00-9*-00,Other
72,7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",72149,Other,7214999500-95-00,Other
72,7215,Other bars and rods of iron or non-alloy steel,,,7215100000-00-00,"Of free-cutting steel, not further worked than cold-formed or cold-finished"
72,7215,Other bars and rods of iron or non-alloy steel,,,721550**00-**-00,Of rectangular (other than square) cross-section
72,7215,Other bars and rods of iron or non-alloy steel,,,7215501*00-1*-00,Of rectangular (other than square) cross-section
72,7215,Other bars and rods of iron or non-alloy steel,,,7215501100-11-00,Of rectangular (other than square) cross-section
72,7215,Other bars and rods of iron or non-alloy steel,,,7215501900-19-00,Other
72,7215,Other bars and rods of iron or non-alloy steel,,,7215508000-80-00,"Containing by weight 0,25 % or more of carbon"
72,7215,Other bars and rods of iron or non-alloy steel,,,7215900000-00-00,Other
72,7216,"Angles, shapes and sections of iron or non-alloy steel",,,7216100000-00-00,"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm"
72,7216,"Angles, shapes and sections of iron or non-alloy steel",72162,"L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm",7216210000-00-00,L sections
72,7216,"Angles, shapes and sections of iron or non-alloy steel",72162,"L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm",7216220000-00-00,T sections
72,7216,"Angles, shapes and sections of iron or non-alloy steel",72163,"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more",721631**00-**-00,Of a height of 80 mm or more but not exceeding 220 mm
72,7216,"Angles, shapes and sections of iron or non-alloy steel",72163,"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more",7216311000-10-00,Of a height of 80 mm or more but not exceeding 220 mm
